scenario,year,region,input,FiberCrop_withdrawal,Rice_withdrawal,Wheat_withdrawal,SugarCrop_withdrawal,MiscAll_withdrawals,Corn_withdrawal,FodderHerb_withdrawal,MiscCrop_withdrawal,OilCrop_withdrawal,OtherGrain_withdrawal,Root_Tuber_withdrawal,gw,res,esm,tax,ssp,ag,soc,cluster_FiberCrop_withdrawal_Rice_withdrawal,cluster_FiberCrop_withdrawal_SugarCrop_withdrawal,cluster_FiberCrop_withdrawal_Wheat_withdrawal,cluster_FiberCrop_withdrawal_MiscAll_withdrawals,cluster_Rice_withdrawal_SugarCrop_withdrawal
ssp_ag3_soc3_gwmed_rs_hadgem_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.65484,8.06115,18.39293,0.715625,39.9385647,4.449949999999999,0.3984047,25.478340000000006,2.77133,3.29161,3.5489300000000004,2,1,2,1,2,3,3,6,7,3,1,5
ssp_ag3_soc3_gwmed_rs_hadgem_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.580067,9.2651,22.09165,0.885877,46.461,4.42968,0.413918,29.6351,2.898364,4.309915,4.7740230000000015,2,1,2,2,2,3,3,6,7,3,4,5
ssp_ag3_soc3_gwmed_rs_noresm_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.5329900000000003,7.72757,17.62167,0.6876760000000001,38.7874896,4.27501,0.3885406,24.80963,2.67356,3.19386,3.446889,2,1,5,1,2,3,3,6,7,3,1,5
ssp_ag3_soc3_gwmed_rs_noresm_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.5872269999999995,9.13307,21.54786,0.8734439999999999,46.10474190000001,4.363348,0.4120889,29.4565,2.869342,4.266871,4.736592,2,1,5,2,2,3,3,6,7,3,4,5
ssp_socio3_ag3_gwhi_exp_gfdl_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.73731,8.53605,19.59874,0.7466269999999999,41.408071899999996,4.772480000000001,0.4034419,26.25927,2.8690300000000004,3.39984,3.70401,3,2,1,1,1,3,3,6,7,3,1,5
ssp_socio3_ag3_gwhi_exp_gfdl_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.604445,9.61118,23.00386,0.907458,47.0840727,4.647941,0.4126227,29.84443,2.955143,4.372616000000001,4.851319999999999,3,2,1,2,1,3,3,6,7,3,4,5
ssp_socio3_ag3_gwhi_exp_hadgem_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.67828,8.42225,19.30619,0.736739,40.6426881,4.71093,0.3946481,25.73864,2.83312,3.3413000000000004,3.62405,3,2,2,1,1,3,3,6,7,3,1,5
ssp_socio3_ag3_gwhi_exp_hadgem_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.608741,9.59296,22.91952,0.905771,46.98008599999999,4.644616,0.412208,29.7538,2.959671,4.367625,4.842166000000001,3,2,2,2,1,3,3,6,7,3,4,5
ssp_socio3_ag3_gwhi_exp_ipsl_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.88582,8.71842,19.94359,0.7705270000000001,42.863229399999994,4.86198,0.4296894,27.18412,2.9962,3.5522,3.83904,3,2,3,1,1,3,3,6,7,3,1,5
ssp_socio3_ag3_gwhi_exp_ipsl_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.596932,9.53422,22.74693,0.906779,47.0990056,4.600563,0.4205306,29.83446,2.968176,4.40613,4.8691460000000015,3,2,3,2,1,3,3,6,7,3,4,5
ssp_socio3_ag3_gwhi_exp_miroc_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.71391,8.352160000000001,19.21222,0.7357830000000001,40.9430423,4.64347,0.4019023,26.02796,2.84151,3.3727400000000003,3.65546,3,2,4,1,1,3,3,6,7,3,1,5
ssp_socio3_ag3_gwhi_exp_miroc_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.5905370000000003,9.48636,22.710420000000003,0.9002570000000001,46.8443882,4.56953,0.4124862,29.75095,2.932866,4.352672,4.825883999999999,3,2,4,2,1,3,3,6,7,3,4,5
ssp_socio3_ag3_gwhi_exp_noresm_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.55587,8.16349,18.68003,0.713788,39.60779600000001,4.5694300000000005,0.385286,25.11483,2.7513300000000003,3.25189,3.5350300000000003,3,2,5,1,1,3,3,6,7,3,1,5
ssp_socio3_ag3_gwhi_exp_noresm_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.5608570000000004,9.50596,22.62166,0.897123,46.75171670000001,4.600264,0.4097267,29.65715,2.939923,4.332294999999999,4.812358000000001,3,2,5,2,1,3,3,6,7,3,4,5
ssp_socio3_ag3_gwhi_rs_gfdl_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.70974,8.01604,18.34908,0.7170240000000001,40.3499251,4.404380000000001,0.4105151,25.79439,2.79535,3.34534,3.59995,3,1,1,1,1,3,3,6,7,3,1,5
ssp_socio3_ag3_gwhi_rs_gfdl_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.578465,9.26843,22.15189,0.8882950000000001,46.463395500000004,4.412078,0.4155534999999999,29.62003,2.903098,4.325162000000001,4.787474,3,1,1,2,1,3,3,6,7,3,4,5
ssp_socio3_ag3_gwhi_rs_hadgem_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.66009,8.24958,18.82788,0.726546,40.27057750000001,4.56766,0.3943975,25.62929,2.79741,3.3019199999999995,3.5799000000000003,3,1,2,1,1,3,3,6,7,3,1,5
ssp_socio3_ag3_gwhi_rs_hadgem_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.604158,9.46857,22.57194,0.89909,46.8317416,4.5485180000000005,0.4127096,29.77708,2.937206,4.340218,4.81601,3,1,2,2,1,3,3,6,7,3,4,5
ssp_socio3_ag3_gwhi_rs_ipsl_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.75628,7.432339999999999,16.8195,0.690213,39.933295,4.01405,0.443945,25.737320000000004,2.77984,3.3863300000000005,3.57181,3,1,3,1,1,3,3,6,7,3,1,5
ssp_socio3_ag3_gwhi_rs_ipsl_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.4833920000000003,8.40465,19.972,0.83705,44.695841900000005,3.896286,0.4322819,28.680640000000004,2.783247,4.2518720000000005,4.651515,3,1,3,2,1,3,3,6,7,3,4,5
ssp_socio3_ag3_gwhi_rs_miroc_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.6181,7.3218,16.742269999999998,0.6717850000000001,38.632177899999995,3.97115,0.4125279,24.89569,2.66901,3.24015,3.44365,3,1,4,1,1,3,3,6,7,1,1,5
ssp_socio3_ag3_gwhi_rs_miroc_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.5151760000000003,8.650739999999999,20.66897,0.849266,45.0867193,4.027830000000001,0.4204912999999999,28.92552,2.808479,4.2375,4.666899,3,1,4,2,1,3,3,6,7,3,4,5
ssp_socio3_ag3_gwhi_rs_noresm_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.5544200000000004,7.99985,18.28175,0.7054480000000001,39.392367500000006,4.44906,0.3866775,25.09413,2.72413,3.23223,3.5061400000000003,3,1,5,1,1,3,3,6,7,3,1,5
ssp_socio3_ag3_gwhi_rs_noresm_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.543228,9.33244,22.18526,0.8865780000000001,46.4355226,4.498571,0.4096306,29.55413,2.9017280000000003,4.2953730000000006,4.77609,3,1,5,2,1,3,3,6,7,3,4,5
ssp_socio3_ag3_gwlo_exp_gfdl_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.76559,8.090779999999999,18.40214,0.7198260000000001,40.7712114,4.502890000000002,0.4139114,26.05539,2.792,3.36611,3.64091,1,2,1,1,1,3,3,6,7,3,1,5
ssp_socio3_ag3_gwlo_exp_gfdl_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.623999,9.25132,22.01393,0.8847219999999999,46.5922803,4.402412,0.4163653,29.75891,2.901396,4.328475,4.784722,1,2,1,2,1,3,3,6,7,3,4,5
ssp_socio3_ag3_gwlo_exp_hadgem_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.72214,8.42216,19.22151,0.736926,40.8271483,4.6996,0.3952283,25.93015,2.83466,3.3391800000000003,3.628330000000001,1,2,2,1,1,3,3,6,7,3,1,5
ssp_socio3_ag3_gwlo_exp_hadgem_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.64138,9.57415,22.79402,0.903683,47.2607506,4.62056,0.4113935999999999,30.083730000000006,2.9510370000000004,4.356987999999999,4.837041999999999,1,2,2,2,1,3,3,6,7,3,4,5
ssp_socio3_ag3_gwlo_exp_ipsl_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.77729,7.37552,16.64311,0.6830849999999999,39.73913600000001,4.0153,0.4443359999999999,25.57712,2.76343,3.3810300000000004,3.55792,1,2,3,1,1,3,3,6,7,1,1,5
ssp_socio3_ag3_gwlo_exp_ipsl_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.480599,8.16168,19.31398,0.818263,43.9813095,3.770181,0.4356075,28.21791,2.740692,4.223357,4.593562,1,2,3,2,1,3,3,6,7,3,4,5
ssp_socio3_ag3_gwlo_exp_noresm_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.62796,8.1336,18.46469,0.711443,39.713139899999994,4.53113,0.3852499,25.28697,2.7422,3.24006,3.5275300000000005,1,2,5,1,1,3,3,6,7,3,1,5
ssp_socio3_ag3_gwlo_exp_noresm_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.624035,9.42685,22.25982,0.89141,46.7051201,4.540744,0.4108791000000001,29.71793000000001,2.924696,4.315593,4.795278,1,2,5,2,1,3,3,6,7,3,4,5
ssp_socio3_ag3_gwmed_exp_gfdl_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.75122,8.525689999999999,19.57549,0.746714,41.42917729999999,4.751469999999999,0.4046772999999999,26.28227,2.87949,3.4067,3.70457,2,2,1,1,1,3,3,6,7,3,1,5
ssp_socio3_ag3_gwmed_exp_gfdl_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.618445,9.5991,22.95011,0.907253,47.1118651,4.628101999999999,0.4131691,29.88378,2.959902,4.375412,4.8515,2,2,1,2,1,3,3,6,7,3,4,5
ssp_socio3_ag3_gwmed_exp_hadgem_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.68896,8.44313,19.34967,0.738648,40.7886964,4.72875,0.3953264,25.84936,2.83462,3.34621,3.634430000000001,2,2,2,1,1,3,3,6,7,3,1,5
ssp_socio3_ag3_gwmed_exp_hadgem_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.60843,9.58825,22.915,0.90527,46.9897008,4.641165,0.4119738,29.7736,2.959261,4.363886,4.839815,2,2,2,2,1,3,3,6,7,3,4,5
ssp_socio3_ag3_gwmed_exp_ipsl_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.88002,8.40809,19.15401,0.7505970000000001,42.20606599999999,4.66173,0.433536,26.87237,2.94596,3.5162,3.77627,2,2,3,1,1,3,3,6,7,3,1,5
ssp_socio3_ag3_gwmed_exp_ipsl_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.614176,9.36155,22.248520000000003,0.895394,46.797933099999995,4.492014,0.4226871,29.72691,2.939401,4.381867,4.835054,2,2,3,2,1,3,3,6,7,3,4,5
ssp_socio3_ag3_gwmed_exp_miroc_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.69085,8.11765,18.66879,0.7207819999999999,40.4235112,4.49436,0.4040512,25.77272,2.80229,3.34364,3.60645,2,2,4,1,1,3,3,6,7,3,1,5
ssp_socio3_ag3_gwmed_exp_miroc_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.614985,9.31766,22.21024,0.888798,46.5942485,4.452369999999999,0.4140365,29.704490000000003,2.907723,4.325258,4.790371,2,2,4,2,1,3,3,6,7,3,4,5
ssp_socio3_ag3_gwmed_exp_noresm_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.5756900000000003,8.17633,18.68065,0.714799,39.6851002,4.57347,0.3855902,25.17875,2.75395,3.25526,3.5380800000000003,2,2,5,1,1,3,3,6,7,3,1,5
ssp_socio3_ag3_gwmed_exp_noresm_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.6026350000000003,9.49941,22.47933,0.8952600000000001,46.78692010000001,4.601208,0.4090361,29.724120000000006,2.92939,4.320204,4.802962,2,2,5,2,1,3,3,6,7,3,4,5
ssp_socio3_ag3_gwmed_rs_gfdl_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.62557,7.37208,16.80726,0.674534,38.7966264,4.00107,0.4153764,24.9851,2.67863,3.25618,3.4602699999999995,2,1,1,1,1,3,3,6,7,3,1,5
ssp_socio3_ag3_gwmed_rs_gfdl_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.527015,8.691,20.71614,0.851086,45.22462470000001,4.0622430000000005,0.4211277,29.01366,2.8069810000000004,4.248626,4.671987000000001,2,1,1,2,1,3,3,6,7,3,4,5
ssp_socio3_ag3_gwmed_rs_hadgem_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.65484,8.06115,18.39293,0.715625,39.9385647,4.449949999999999,0.3984047,25.478340000000006,2.77133,3.29161,3.5489300000000004,2,1,2,1,1,3,3,6,7,3,1,5
ssp_socio3_ag3_gwmed_rs_hadgem_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.580067,9.2651,22.09165,0.885877,46.461,4.42968,0.413918,29.6351,2.898364,4.309915,4.7740230000000015,2,1,2,2,1,3,3,6,7,3,4,5
ssp_socio3_ag3_gwmed_rs_noresm_NDC_Tax_ffict,2100,Middle East,water_td_irr_TigrEuphR_W,3.5329900000000003,7.72757,17.62167,0.6876760000000001,38.7874896,4.27501,0.3885406,24.80963,2.67356,3.19386,3.446889,2,1,5,1,1,3,3,6,7,3,1,5
ssp_socio3_ag3_gwmed_rs_noresm_NDC_Tax_uct,2100,Middle East,water_td_irr_TigrEuphR_W,3.5872269999999995,9.13307,21.54786,0.8734439999999999,46.10474190000001,4.363348,0.4120889,29.4565,2.869342,4.266871,4.736592,2,1,5,2,1,3,3,6,7,3,4,5
